OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
Zotu85	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu86	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetaceae	Hymenochaetaceae	Hymenochaetaceae	Hymenochaetaceae	Hymenochaetopsis			Hymenochaetopsis	Hymenochaetopsis corrugata			Hymenochaetopsis corrugata
Zotu87		Fungi		Fungi																								
Zotu88	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella		Hannaella	Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu89	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu90	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Polyporaceae	Polyporaceae	Polyporaceae	Polyporaceae	Trametes		Trametes	Trametes	Trametes versicolor			Trametes versicolor
Zotu91	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Polyporaceae	Polyporaceae	Polyporaceae	Polyporaceae	Trametes		Trametes	Trametes	Trametes versicolor			Trametes versicolor
Zotu92	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Nectriaceae	Nectriaceae	Nectriaceae	Nectriaceae								
Zotu93	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu94	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella		Hannaella	Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu95	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae	Pleosporaceae	Pleosporaceae	Bipolaris	Bipolaris	Bipolaris	Bipolaris				
Zotu96	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Neoascochyta			Neoascochyta	Neoascochyta argentina			Neoascochyta argentina
Zotu97	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu98	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu99	Fungi	Fungi	Fungi	Fungi	Basidiomycota			Basidiomycota	Cystobasidiomycetes			Cystobasidiomycetes	Erythrobasidiales			Erythrobasidiales	Erythrobasidiaceae			Erythrobasidiaceae	Erythrobasidium			Erythrobasidium	Erythrobasidium hasegawianum			Erythrobasidium hasegawianum
Zotu100	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella		Hannaella	Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu101			Fungi	Fungi																								
Zotu102	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae	Pleosporaceae	Pleosporaceae	Bipolaris	Bipolaris	Bipolaris	Bipolaris				
Zotu103	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae		Didymella		Didymella				
Zotu104	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes	Exobasidiomycetes	Exobasidiomycetes	Exobasidiomycetes	Microstromatales	Microstromatales	Microstromatales	Microstromatales	Incertae_sedis			Incertae_sedis	Pseudomicrostroma			Pseudomicrostroma	Pseudomicrostroma phylloplanum			Pseudomicrostroma phylloplanum
Zotu105	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae	Pleosporaceae	Pleosporaceae	Bipolaris	Bipolaris	Bipolaris	Bipolaris				
Zotu106	Fungi	Protista	0.9100																									
Zotu107			Fungi	Fungi																								
Zotu108	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Phaeosphaeria			Phaeosphaeria				
Zotu109	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporobolomyces	Sporobolomyces		Sporobolomyces				
Zotu110	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales			Pleosporales												
Zotu111	Fungi	Fungi	Fungi	Fungi	Ascomycota			Ascomycota	Sordariomycetes			Sordariomycetes	Xylariales			Xylariales	Microdochiaceae			Microdochiaceae	Idriella			Idriella	Idriella sp 			Idriella sp 
Zotu112																												
Zotu113	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Leptosphaeriaceae	Leptosphaeriaceae		Leptosphaeriaceae								
Zotu114	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae		Didymella		Didymella				
Zotu115	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideales	Dothideales	Dothideales	Dothideales	Aureobasidiaceae	Aureobasidiaceae		Aureobasidiaceae	Aureobasidium	Aureobasidium		Aureobasidium				
Zotu116	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Amylocorticiales		Amylocorticiales	Amylocorticiales	Amylocorticiaceae		Amylocorticiaceae	Amylocorticiaceae	Plicaturopsis		Plicaturopsis	Plicaturopsis	Plicaturopsis crispa			Plicaturopsis crispa
Zotu117	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu118	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Phleum		Phleum	Phleum	Phleum pratense			Phleum pratense
Zotu119	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma				
Zotu120	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales		Hymenochaetales	Hymenochaetales	Rickenellaceae		Rickenellaceae	Rickenellaceae	Sidera			Sidera				
Zotu121	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Phaeosphaeria			Phaeosphaeria				
Zotu122	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Leptosphaeriaceae	Leptosphaeriaceae		Leptosphaeriaceae								
Zotu123	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae	Sporisorium			Sporisorium	Sporisorium graminicola			Sporisorium graminicola
Zotu124	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Cystobasidiomycetes		Cystobasidiomycetes	Cystobasidiomycetes	Incertae_sedis		Cystobasidiomycetes_ord_incertae_sedis	Incertae_sedis	Symmetrosporaceae			Symmetrosporaceae	Symmetrospora			Symmetrospora	Symmetrospora coprosmae			Symmetrospora coprosmae
Zotu125	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Stereaceae	Stereaceae	Stereaceae	Stereaceae	Stereum	Stereum	Stereum	Stereum	Stereum complicatum			Stereum complicatum
Zotu126	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Tremellaceae		Tremellaceae	Tremellaceae	Bulleromyces		Bulleromyces	Bulleromyces	Bulleromyces albus			Bulleromyces albus
Zotu127	Fungi	Fungi	1.0000	Fungi																								
Zotu128	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Didymella	Didymella		Didymella				
Zotu129	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae		Phaeosphaeriaceae	Phaeosphaeriaceae	Phaeosphaeria			Phaeosphaeria				
Zotu130	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Leptosphaeriaceae	Leptosphaeriaceae		Leptosphaeriaceae								
Zotu131	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu132	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma				
Zotu133	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia hungarica			Dioszegia hungarica
Zotu134	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma	Vishniacozyma victoriae			Vishniacozyma victoriae
Zotu135	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia hungarica			Dioszegia hungarica
Zotu136	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Dothideales	Dothideales		Dothideales	Aureobasidiaceae	Aureobasidiaceae		Aureobasidiaceae	Aureobasidium	Aureobasidium		Aureobasidium	Aureobasidium pullulans			Aureobasidium pullulans
Zotu137	Fungi	Fungi	1.0000	Fungi																								
Zotu138	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetaceae	Saccharomycetaceae	Saccharomycetaceae	Saccharomycetaceae	Saccharomyces	Saccharomyces	Saccharomyces	Saccharomyces				
Zotu139	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Russulales	Russulales		Russulales	Peniophoraceae	Peniophoraceae		Peniophoraceae	Peniophora	Peniophora		Peniophora	Peniophora cinerea			Peniophora cinerea
Zotu140	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Dothideales	Dothideales		Dothideales	Aureobasidiaceae	Aureobasidiaceae		Aureobasidiaceae	Aureobasidium	Aureobasidium		Aureobasidium	Aureobasidium pullulans			Aureobasidium pullulans
Zotu141	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia hungarica			Dioszegia hungarica
Zotu142	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma				
Zotu143	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia zsoltii var. zsoltii			Dioszegia zsoltii var. zsoltii
Zotu144	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma	Vishniacozyma victoriae			Vishniacozyma victoriae
Zotu145	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella	Hannaella	Hannaella	Hannaella				
Zotu146	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidium	Filobasidium	Filobasidium	Filobasidium	Filobasidium stepposum			Filobasidium stepposum
Zotu147	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales		Phaeosphaeriaceae		Phaeosphaeriaceae								
Zotu148	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Dothideales	Dothideales		Dothideales	Aureobasidiaceae	Aureobasidiaceae		Aureobasidiaceae	Aureobasidium	Aureobasidium		Aureobasidium	Aureobasidium pullulans			Aureobasidium pullulans
Zotu149	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella		Hannaella	Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu150	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu151	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma	Vishniacozyma victoriae			Vishniacozyma victoriae
Zotu152	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes		Exobasidiomycetes	Exobasidiomycetes	Entylomatales		Entylomatales	Entylomatales	Incertae_sedis		Entylomatales_fam_incertae_sedis	Incertae_sedis	Tilletiopsis		Tilletiopsis	Tilletiopsis	Tilletiopsis washingtonensis			Tilletiopsis washingtonensis
Zotu153	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae	Sporisorium			Sporisorium	Sporisorium graminicola			Sporisorium graminicola
Zotu154	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella	Hannaella	Hannaella	Hannaella				
Zotu155	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales		Phaeosphaeriaceae		Phaeosphaeriaceae								
Zotu156	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporobolomyces	Sporobolomyces		Sporobolomyces				
Zotu157	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella	Hannaella	Hannaella	Hannaella				
Zotu158	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae	Pleosporaceae	Pleosporaceae	Bipolaris	Bipolaris	Bipolaris	Bipolaris				
Zotu159	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Taphrinomycetes	Taphrinomycetes	Taphrinomycetes	Taphrinomycetes	Taphrinales	Taphrinales	Taphrinales	Taphrinales	Taphrinaceae	Taphrinaceae	Taphrinaceae	Taphrinaceae	Taphrina	Taphrina	Taphrina	Taphrina	Taphrina sp 			Taphrina sp 
Zotu160	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia zsoltii var. zsoltii			Dioszegia zsoltii var. zsoltii
Zotu161			Fungi	Fungi																								
Zotu162	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Cantharellales		Cantharellales												
Zotu163	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales		Phaeosphaeriaceae		Phaeosphaeriaceae								
Zotu164	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes		Exobasidiomycetes	Exobasidiomycetes	Entylomatales		Entylomatales	Entylomatales	Incertae_sedis		Entylomatales_fam_incertae_sedis	Incertae_sedis	Tilletiopsis		Tilletiopsis	Tilletiopsis				
Zotu165	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes	Exobasidiomycetes	Exobasidiomycetes	Exobasidiomycetes	Entylomatales	Entylomatales	Entylomatales	Entylomatales	Incertae_sedis		Entylomatales_fam_incertae_sedis	Incertae_sedis	Tilletiopsis		Tilletiopsis	Tilletiopsis				
Zotu166	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia	Dioszegia zsoltii var. zsoltii			Dioszegia zsoltii var. zsoltii
Zotu167	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Phaeosphaeria			Phaeosphaeria				
Zotu168	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Russulales	Russulales		Russulales	Peniophoraceae	Peniophoraceae		Peniophoraceae	Peniophora			Peniophora	Peniophora cinerea			Peniophora cinerea
Zotu169	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Cladosporiaceae			Cladosporiaceae	Cladosporium			Cladosporium				
